Order_ID,Customer_Name,Category,Product_Name,Price,Quantity,Order_Date,Delivery_Status,City,Discount_Pct
FK-2498,Customer_1498,Home & Kitchen,Bajaj Iron,41726,2,Aug 11 2025,Returned,Bengaluru,30
FK-2499,Customer_1499,Shoes,Adidas Sliders,65054,5,31-12-25,Returned,Pune,2
FK-2500,Customer_1500,,Boat Airdopes,66768,1,17-01-25,delivered,Bengaluru,22
FK-2501,Customer_1501,Home & Kitchen,Bajaj Iron,12230,1,10-11-25,Canceled,,9
FK-2502,Customer_1502,Home & Kitchen,Bajaj Iron,₹13997,1,17-03-25,Pending,Delhi,20
2503,,electronics,Samsung Galaxy M14,30563,1,,Delivered,Gurgaon,16
FK-2504,Customer_1504,Books,Atomic Habits,₹9705,5,13-04-25,returned,,27
FK-2505,Customer_1505,Shoes,Puma Sneakers,36449,two,29-04-26,Shipped,Mumbai,
FK-2506,Customer_1506,Clothing,Men's T-Shirt,Rs. 42483,1,Jan 13 2025,Pending,Kolkata,1
FK-2507,Customer_1507,Clothing,Men's T-Shirt,45195,1,,Shipped,Hyd,4
FK-2508,Customer_1508,Home & Kitchen,Milton Thermos,,,15-08-25,Returned,Hyd,15
FK-2509,Customer_1509,Beauty,Nivea Lotion,-41826,1,11-08-25,Delivered,Mumbai,25
FK-2510,,Home & Kitchen,Bajaj Iron,14423,1,Jan 17 2025,Returned,Mumbai,0
FK-2511,,BOOKS,Dune,9771,1,02-05-25,Canceled,Pune,17
FK-2512,Customer_1512,Home & Kitchen,Milton Thermos,44638,one,,Delivered,Hyd,7%
FK-2513,,Clothing,Jeans,20535,2,11-04-26,returned,Pune,
FK-2514,Customer_1514,Beauty,Nivea Lotion,12371,one,09-10-25,Returned,Kolkata,17
FK-2515,Customer_1515,BOOKS,Atomic Habits,Rs. 44083,1,Dec 30 2025,Delivered,Hyderabad,20
FK-2516,Customer_1516,Clothing,Women's Kurta,₹9546,1,Aug 09 2025,Shipped,Hyderabad,16
FK-2517,Customer_1517,Electronics,Samsung Galaxy M14,14009,1,06-05-26,Returned,,7
FK-2518,Customer_1518,Home & Kitchen,Milton Thermos,Rs. 42645,1,Jul 18 2025,Returned,BLR,17
FK-2519,Customer_1519,Home & Kitchen,Bajaj Iron,39494,2,04-05-26,Delivered,Hyd,11
FK-2520,Customer_1520,Electronics,HP Pavilion Laptop,₹59248,1,,returned,,22
FK-2521,Customer_1521,Clothing,Saree,64041,1,May 12 2026,returned,Mumbai,N/A
FK-2522,Customer_1522,Electronics,Boat Airdopes,56061,1,19-02-26,delivered,Delhi,6
FK-2523,Customer_1523,Home & Kitchen,Milton Thermos,-56619,1,16-02-25,Canceled,Bengaluru,10
FK-2524,Customer_1524,Clothing,Saree,62834,1,18-03-25,Shipped,Hyderabad,17%
FK-2525,Customer_1525,Clothing,Men's T-Shirt,25642,1,,Pending,Hyd,17
FK-2526,Customer_1526,Shoes,Adidas Sliders,7789,1,Apr 03 2025,Pending,BLR,15
FK-2527,Customer_1527,Electronics,Apple iPhone 15,51494,2,19-01-25,returned,Bengaluru,22
FK-2528,Customer_1528,Books,Atomic Habits,36550,1,Jan 09 2025,delivered,Bengaluru,12
FK-2529,Customer_1529,Electronics,Boat Airdopes,Rs. 22141,3,21-05-25,Returned,Hyd,4
FK-2530,Customer_1530,Home & Kitchen,Bajaj Iron,56584,1,21-08-25,Delivered,Hyderabad,NULL
FK-2530,Customer_1530,Home & Kitchen,Bajaj Iron,56584,1,21-08-25,Delivered,Hyderabad,NULL
FK-2531,Customer_1531,Beauty,Maybelline Lipstick,,1,15-05-26,Delivered,Bengaluru,22
fk-2532,Customer_1532,Beauty,Lakme Eyeliner,60798,1,11-09-25,returned,Gurgaon,N/A
FK-2533,Customer_1533,Shoes,Adidas Sliders,69325,2,08-09-25,Returned,Mumbai,29%
FK-2534,Customer_1534,Electronics,HP Pavilion Laptop,16667,3,24-04-26,returned,Mumbai,NULL
FK-2535,Customer_1535,Beauty,Nivea Lotion,247,1,28-11-25,returned,Mumbai,1%
FK-2536,Customer_1536,beauty,Maybelline Lipstick,61450,1,20-02-25,Returned,Hyderabad,29
FK-2537,Customer_1537,Electronics,Boat Airdopes,₹46348,1,22-02-25,Returned,Delhi,27
FK-2538,Customer_1538,Books,Python Crash Course,30153,1,04-04-25,Shipped,Mumbai,9
FK-2539,Customer_1539,Books,Python Crash Course,-38006,1,17-11-25,Pending,Bengaluru,14
FK-2540,Customer_1540,,Sony Headphones,Rs. 38964,1,28-08-25,Returned,Gurgaon,11
FK-2541,Customer_1541,Electronics,Dell Mouse,43821,1,06-02-26,Canceled,,9
FK-2542,Customer_1542,Home & Kitchen,Milton Thermos,51649,1,24-09-25,returned,Bengaluru,8
FK-2543,Customer_1543,Books,Rich Dad Poor Dad,29587,1,20-05-25,Canceled,Chennai,4
FK-2544,Customer_1544,Clothing,Saree,₹52171,999,17-03-25,returned,BLR,23
FK-2545,,Shoes,Adidas Sliders,₹35063,1,30-04-25,returned,Chennai,2%
2546,,Shoes,Nike Running Shoes,40943,,21-01-25,Delivered,BLR,N/A
FK-2547,Customer_1547,SHOES,Nike Running Shoes,49815,2,22-08-25,Pending,Hyd,19
FK-2548,Customer_1548,Books,Python Crash Course,67843,,13-02-25,Returned,Gurgaon,29
FK-2549,Customer_1549,Electronics,Apple iPhone 15,71745,4,11-09-25,returned,Bengaluru,7
FK-2550,Customer_1550,Shoes,Puma Sneakers,17537,1,28-01-26,Shipped,Bengaluru,21
FK-2551,Customer_1551,Clothing,Jeans,₹32742,5,27-04-25,Returned,,30
FK-2552,Customer_1552,Home & Kitchen,Milton Thermos,43336,two,23-04-25,delivered,Hyd,25
FK-2553,Customer_1553,home & kitchen,Prestige Cooker,26129,1,28-03-25,Pending,Delhi,12
FK-2554,Customer_1554,Books,Dune,42043,2,Nov 18 2025,returned,Mumbai,11
FK-2555,Customer_1555,Shoes,Adidas Sliders,Rs. 5799,1,23-11-25,Canceled,,10
FK-2556,Customer_1556,Shoes,Puma Sneakers,33226,1,08-12-25,Returned,Kolkata,17
FK-2557,Customer_1557,Beauty,Nivea Lotion,₹28327,two,,Shipped,Delhi,0%
FK-2558,Customer_1558,shoes,Puma Sneakers,-32654,1,13-05-25,Pending,Gurgaon,
FK-2559,Customer_1559,Books,Dune,₹38579,1,Sep 16 2025,Delivered,BLR,17
FK-2560,Customer_1560,Books,Atomic Habits,63693,2,26-02-26,Delivered,Delhi,4
FK-2561,Customer_1561,,HP Pavilion Laptop,₹49898,one,12-06-25,Delivered,Hyd,29
FK-2562,Customer_1562,Beauty,Nivea Lotion,11045,-1,10-08-25,delivered,Mumbai,NULL
FK-2563,Customer_1563,electronics,Dell Mouse,37420,1,04-07-25,Shipped,Pune,22
FK-2564,Customer_1564,Clothing,Saree,-38425,3,07-05-26,delivered,Kolkata,30%
FK-2564,Customer_1564,Clothing,Saree,-38425,3,07-05-26,delivered,Kolkata,30%
FK-2565,Customer_1565,clothing,Jacket,Rs. 59456,1,05-02-26,delivered,Bengaluru,19
FK-2566,Customer_1566,clothing,Men's T-Shirt,Rs. 52208,1,17-04-25,Shipped,Hyd,1
FK-2567,Customer_1567,Home & Kitchen,Milton Thermos,60762,1,28-01-26,Pending,Kolkata,11
FK-2568,Customer_1568,Clothing,Men's T-Shirt,55471,1,18-06-25,Returned,Delhi,5
FK-2569,Customer_1569,Home & Kitchen,Bajaj Iron,6857,1,16-12-25,Canceled,Hyd,NULL
2570,Customer_1570,Clothing,Jacket,1485,3,21-10-25,Pending,Hyderabad,10
FK-2571,Customer_1571,Shoes,Nike Running Shoes,38367,1,,returned,Hyderabad,N/A
FK-2572,Customer_1572,Shoes,Nike Running Shoes,60757,1,05-07-25,delivered,Bengaluru,19
FK-2573,Customer_1573,Clothing,Women's Kurta,Rs. 17714,1,30-04-26,delivered,Chennai,11
FK-2574,Customer_1574,Home & Kitchen,Milton Thermos,21521,1,20-01-25,Delivered,Gurgaon,
FK-2575,Customer_1575,Electronics,Boat Airdopes,Rs. 10732,,05-10-25,Pending,Chennai,9
FK-2576,Customer_1576,Shoes,Nike Running Shoes,24455,1,11-02-25,Canceled,Hyderabad,19
FK-2577,Customer_1577,Clothing,Jacket,46860,2,12-10-25,Delivered,Gurgaon,17
FK-2578,Customer_1578,,HP Pavilion Laptop,Rs. 9782,2,12-05-26,delivered,Hyd,17
FK-2579,Customer_1579,,Dell Mouse,,3,04-11-25,Returned,BLR,N/A
FK-2580,Customer_1580,Home & Kitchen,Pigeon Gas Stove,16192,2,,Pending,Kolkata,NULL
FK-2581,Customer_1581,,HP Pavilion Laptop,55112,1,30-06-25,delivered,Bengaluru,
FK-2582,Customer_1582,Beauty,Lakme Eyeliner,4484,3,16-09-25,Canceled,,28
2583,Customer_1583,Books,Atomic Habits,₹23327,1,17-12-25,returned,Gurgaon,16
FK-2584,,Books,Rich Dad Poor Dad,72659,1,,Shipped,Kolkata,24
FK-2585,Customer_1585,clothing,Men's T-Shirt,Rs. 14796,1,25-07-25,Shipped,,6
FK-2586,Customer_1586,Books,Dune,22798,1,05-02-25,Pending,Pune,9
FK-2587,Customer_1587,home & kitchen,Prestige Cooker,48206,1,21-02-26,returned,Delhi,25
FK-2588,Customer_1588,Electronics,Dell Mouse,61894,2,06-05-25,Delivered,Delhi,18
FK-2589,Customer_1589,,Samsung Galaxy M14,15082,2,19-06-25,delivered,Bengaluru,21
FK-2590,Customer_1590,Books,Atomic Habits,Rs. 20245,4,09-02-25,returned,Bengaluru,20
FK-2591,Customer_1591,Electronics,Apple iPhone 15,Rs. 14577,1,Apr 02 2025,delivered,Gurgaon,20
FK-2591,Customer_1591,Electronics,Apple iPhone 15,Rs. 14577,1,Apr 02 2025,delivered,Gurgaon,20
FK-2592,Customer_1592,home & kitchen,Pigeon Gas Stove,30981,one,04-04-25,returned,Hyderabad,
FK-2593,Customer_1593,Beauty,Nivea Lotion,-64773,1,30-09-25,Returned,Delhi,4
FK-2594,Customer_1594,Books,Rich Dad Poor Dad,Rs. 34479,5,10-09-25,returned,Hyd,13
FK-2595,Customer_1595,HOME & KITCHEN,Prestige Cooker,-26684,2,04-10-25,Shipped,Bengaluru,9
FK-2596,Customer_1596,Shoes,Puma Sneakers,69940,1,18-01-26,Returned,Hyderabad,22
fk-2597,Customer_1597,Shoes,Adidas Sliders,38261,1,05-12-25,Pending,Kolkata,4
FK-2598,,clothing,Saree,Rs. 12355,2,29-09-25,returned,Delhi,22
2599,Customer_1599,books,Dune,31073,1,23-04-25,Pending,BLR,29
FK-2600,Customer_1600,Beauty,Nivea Lotion,52247,5,15-01-26,Delivered,Gurgaon,13%
FK-2601,Customer_1601,Home & Kitchen,Milton Thermos,20662,1,09-01-26,returned,Kolkata,3
FK-2602,Customer_1602,Beauty,Lakme Eyeliner,45097,1,,Returned,Kolkata,28
FK-2603,Customer_1603,Books,Rich Dad Poor Dad,38139,2,May 11 2026,Delivered,Gurgaon,12
FK-2604,Customer_1604,Beauty,Lakme Eyeliner,₹64582,1,19-07-25,Pending,Gurgaon,20
2605,Customer_1605,Books,Rich Dad Poor Dad,54217,1,14-06-25,Canceled,Hyd,2
FK-2606,Customer_1606,Clothing,Men's T-Shirt,Rs. 22390,1,06-01-25,Shipped,Kolkata,6
FK-2607,Customer_1607,Clothing,Men's T-Shirt,33265,1,02-03-26,Shipped,BLR,0
FK-2608,Customer_1608,Electronics,Samsung Galaxy M14,₹50043,3,Dec 20 2025,Canceled,Bengaluru,N/A
FK-2609,,Beauty,Nivea Lotion,3577,2,07-07-25,Canceled,Delhi,5
FK-2610,Customer_1610,,Apple iPhone 15,18975,1,17-04-25,Delivered,Kolkata,29%
FK-2611,Customer_1611,Shoes,Puma Sneakers,60263,2,15-02-26,Returned,Hyderabad,NULL
FK-2612,Customer_1612,Books,Rich Dad Poor Dad,7598,3,,Shipped,Gurgaon,19%
FK-2613,Customer_1613,CLOTHING,Jeans,61098,1,27-03-25,Returned,Mumbai,22%
FK-2614,Customer_1614,BOOKS,Rich Dad Poor Dad,60763,1,17-03-26,returned,,8
FK-2615,Customer_1615,Books,Rich Dad Poor Dad,25554,1,Mar 05 2026,delivered,Pune,28
FK-2616,Customer_1616,,Apple iPhone 15,63442,1,,Returned,Bengaluru,22
FK-2617,Customer_1617,Shoes,Adidas Sliders,30001,1,09-02-25,Pending,Delhi,25
FK-2618,Customer_1618,Home & Kitchen,Milton Thermos,40882,2,31-01-26,Delivered,Hyderabad,28
fk-2619,Customer_1619,Electronics,Dell Mouse,46017,1,03-06-25,Delivered,Mumbai,21
FK-2620,Customer_1620,SHOES,Adidas Sliders,35977,1,08-05-25,Delivered,Hyderabad,26
FK-2621,Customer_1621,Clothing,Jeans,₹4697,1,17-04-26,Pending,BLR,29
FK-2622,Customer_1622,Beauty,Lakme Eyeliner,43268,1,20-09-25,Canceled,Kolkata,16%
FK-2623,Customer_1623,Electronics,Samsung Galaxy M14,Rs. 56477,1,14-03-26,returned,Hyd,26%
fk-2624,Customer_1624,,Samsung Galaxy M14,Rs. 23218,1,23-04-25,Shipped,Gurgaon,21
FK-2625,Customer_1625,Electronics,Dell Mouse,,1,06-09-25,Shipped,Hyderabad,12
FK-2626,Customer_1626,Shoes,Adidas Sliders,41200,2,07-03-26,Pending,Gurgaon,17
FK-2627,Customer_1627,CLOTHING,Jeans,61277,3,05-12-25,Returned,Pune,30
FK-2628,Customer_1628,Home & Kitchen,Prestige Cooker,₹44129,3,21-01-25,Pending,Kolkata,26
FK-2629,Customer_1629,Home & Kitchen,Milton Thermos,28894,2,15-03-25,delivered,Bengaluru,23
FK-2630,Customer_1630,Electronics,Dell Mouse,41769,3,02-01-26,Returned,Mumbai,30
FK-2631,,Home & Kitchen,Pigeon Gas Stove,31144,4,11-07-25,Canceled,Mumbai,6
FK-2632,Customer_1632,Home & Kitchen,Prestige Cooker,₹33558,1,06-04-26,delivered,Gurgaon,N/A
FK-2633,,Clothing,Saree,50860,1,09-05-26,delivered,Pune,21
FK-2634,Customer_1634,Beauty,Lakme Eyeliner,40857,3,23-12-25,returned,Kolkata,19
FK-2635,Customer_1635,Books,Atomic Habits,46073,5,17-01-25,Returned,Hyd,8
FK-2636,Customer_1636,Books,Atomic Habits,54994,1,26-01-25,returned,Chennai,8
FK-2637,Customer_1637,,Samsung Galaxy M14,55914,1,15-07-25,returned,Gurgaon,18
FK-2637,Customer_1637,,Samsung Galaxy M14,55914,1,15-07-25,returned,Gurgaon,18
FK-2638,Customer_1638,Shoes,Adidas Sliders,68210,1,09-12-25,Canceled,Chennai,1
FK-2639,Customer_1639,Home & Kitchen,Pigeon Gas Stove,69637,1,31-01-26,returned,Gurgaon,13%
FK-2640,Customer_1640,clothing,Men's T-Shirt,49462,1,19-06-25,Delivered,Gurgaon,14
FK-2641,Customer_1641,Shoes,Nike Running Shoes,5842,3,11-02-25,Returned,Delhi,17
FK-2642,Customer_1642,books,Python Crash Course,61301,1,05-01-26,Returned,Bengaluru,21
FK-2643,Customer_1643,,Dell Mouse,39143,3,11-03-25,Delivered,Hyderabad,12
FK-2644,Customer_1644,Books,Rich Dad Poor Dad,3271,1,27-01-26,Canceled,Pune,18
FK-2645,Customer_1645,Beauty,Lakme Eyeliner,Rs. 53506,1,26-04-26,Canceled,Delhi,11
fk-2646,Customer_1646,Clothing,Jeans,57418,one,07-12-25,Returned,Bengaluru,10%
FK-2647,Customer_1647,Shoes,Puma Sneakers,-47426,1,Jun 04 2025,Shipped,Hyderabad,22
FK-2648,,Books,Dune,Rs. 19315,1,Feb 24 2026,Canceled,Pune,7
FK-2649,Customer_1649,Electronics,Dell Mouse,Rs. 44454,1,03-12-25,returned,BLR,13
FK-2650,Customer_1650,Electronics,HP Pavilion Laptop,74294,1,03-03-26,Pending,Chennai,N/A
2651,Customer_1651,Home & Kitchen,Pigeon Gas Stove,-20284,3,15-05-25,Delivered,,9
FK-2652,Customer_1652,Books,Rich Dad Poor Dad,38763,2,11-02-26,delivered,Pune,NULL
FK-2653,Customer_1653,Shoes,Nike Running Shoes,11147,1,27-03-26,Shipped,Hyd,0
FK-2654,Customer_1654,Shoes,Nike Running Shoes,31207,1,19-04-25,delivered,Bengaluru,11%
2655,Customer_1655,Books,Python Crash Course,₹47843,3,02-02-26,returned,Chennai,1
2656,Customer_1656,Shoes,Adidas Sliders,-37083,1,30-08-25,Pending,Kolkata,6
FK-2657,Customer_1657,Electronics,Dell Mouse,18328,,19-07-25,Pending,Gurgaon,3%
FK-2658,Customer_1658,HOME & KITCHEN,Milton Thermos,60040,1,05-02-25,delivered,Gurgaon,7%
FK-2659,Customer_1659,Books,Python Crash Course,22054,1,12-11-25,delivered,Chennai,1
FK-2660,Customer_1660,beauty,Nivea Lotion,Rs. 16643,,12-03-26,Returned,Pune,8
FK-2661,Customer_1661,Books,Dune,12639,1,24-03-26,returned,Gurgaon,20
FK-2662,Customer_1662,Electronics,HP Pavilion Laptop,Rs. 12101,1,14-08-25,returned,Mumbai,9%
FK-2663,Customer_1663,Beauty,Maybelline Lipstick,6291,1,03-10-25,delivered,Delhi,17
2664,Customer_1664,Home & Kitchen,Prestige Cooker,₹59930,2,06-04-25,Canceled,Kolkata,23
FK-2665,Customer_1665,Shoes,Puma Sneakers,33587,3,25-05-25,Canceled,Kolkata,9%
2666,Customer_1666,Beauty,Nivea Lotion,22833,2,,Pending,Kolkata,22
FK-2667,Customer_1667,Electronics,Sony Headphones,50990,1,25-02-25,returned,Bengaluru,22
2668,Customer_1668,Electronics,HP Pavilion Laptop,10621,2,17-10-25,Delivered,Chennai,1
FK-2669,Customer_1669,Shoes,Nike Running Shoes,62369,1,16-08-25,Canceled,Hyd,0
fk-2670,Customer_1670,Home & Kitchen,Pigeon Gas Stove,13797,3,22-03-26,Returned,Gurgaon,3
FK-2671,Customer_1671,home & kitchen,Pigeon Gas Stove,₹24203,1,,delivered,Hyd,2
FK-2672,Customer_1672,Home & Kitchen,Milton Thermos,3593,1,06-10-25,returned,Bengaluru,3
FK-2673,Customer_1673,Shoes,Puma Sneakers,Rs. 69925,3,,Returned,Mumbai,30
FK-2674,Customer_1674,HOME & KITCHEN,Pigeon Gas Stove,18567,1,27-10-25,Shipped,BLR,24
2675,Customer_1675,Shoes,Nike Running Shoes,18442,1,12-04-25,delivered,Delhi,13
FK-2676,Customer_1676,Electronics,HP Pavilion Laptop,47944,4,23-07-25,Delivered,Pune,27
FK-2677,Customer_1677,home & kitchen,Pigeon Gas Stove,36977,1,Apr 06 2026,Delivered,Bengaluru,NULL
FK-2678,Customer_1678,Shoes,Nike Running Shoes,28806,1,06-07-25,Returned,Bengaluru,N/A
FK-2679,Customer_1679,Clothing,Women's Kurta,5571,-1,25-04-26,Canceled,Hyd,16
fk-2680,Customer_1680,Beauty,Nivea Lotion,22561,3,Feb 14 2025,Pending,Hyd,28
FK-2681,,Beauty,Lakme Eyeliner,19048,1,21-08-25,Shipped,Hyderabad,27
FK-2682,Customer_1682,Books,Python Crash Course,31760,1,02-11-25,Pending,Hyderabad,8
FK-2683,Customer_1683,BEAUTY,Nivea Lotion,₹6305,1,07-08-25,Shipped,Pune,12
FK-2684,Customer_1684,Shoes,Adidas Sliders,Rs. 4851,1,05-02-25,Returned,Pune,12
FK-2685,,BOOKS,Python Crash Course,46029,1,14-03-26,Canceled,BLR,24
FK-2686,Customer_1686,Books,Atomic Habits,₹70489,1,14-02-25,Delivered,Kolkata,10
FK-2687,Customer_1687,Home & Kitchen,Milton Thermos,,3,17-07-25,Delivered,Bengaluru,
FK-2688,Customer_1688,Electronics,Sony Headphones,31361,1,13-02-25,Shipped,BLR,1
FK-2689,Customer_1689,Home & Kitchen,Prestige Cooker,59248,3,06-09-25,delivered,Kolkata,10
FK-2690,Customer_1690,Clothing,Jacket,13258,1,14-01-25,Canceled,Mumbai,13%
FK-2691,Customer_1691,Electronics,HP Pavilion Laptop,63996,1,Apr 09 2025,Pending,Pune,9
FK-2692,Customer_1692,Beauty,Nivea Lotion,Rs. 64978,1,23-11-25,Returned,Kolkata,
FK-2693,Customer_1693,Home & Kitchen,Pigeon Gas Stove,₹62756,1,16-03-25,Canceled,Hyderabad,15%
FK-2694,Customer_1694,shoes,Puma Sneakers,52324,1,28-02-26,returned,BLR,17
FK-2695,Customer_1695,Clothing,Jeans,,5,12-07-25,delivered,Kolkata,28
FK-2696,Customer_1696,HOME & KITCHEN,Pigeon Gas Stove,-43715,1,09-12-25,delivered,Delhi,0
FK-2697,Customer_1697,Clothing,Jacket,34312,5,13-03-25,Shipped,Mumbai,15
FK-2698,Customer_1698,Electronics,Samsung Galaxy M14,8794,2,13-04-25,delivered,,1
FK-2699,Customer_1699,Books,Python Crash Course,43204,,13-03-26,Shipped,,20
FK-2700,Customer_1700,shoes,Adidas Sliders,56659,2,21-12-25,Pending,Hyderabad,7
FK-2701,Customer_1701,home & kitchen,Pigeon Gas Stove,25953,1,06-08-25,Returned,Kolkata,0
FK-2702,Customer_1702,books,Rich Dad Poor Dad,21164,5,26-08-25,Returned,Chennai,26
FK-2703,Customer_1703,Beauty,Maybelline Lipstick,57193,1,Dec 30 2025,Canceled,Bengaluru,25
FK-2704,Customer_1704,Home & Kitchen,Prestige Cooker,30758,4,18-03-26,delivered,BLR,17
FK-2705,Customer_1705,Home & Kitchen,Pigeon Gas Stove,47153,1,09-10-25,Pending,Mumbai,15
FK-2706,Customer_1706,Books,Atomic Habits,37590,1,24-03-26,delivered,Pune,NULL
FK-2707,Customer_1707,Beauty,Lakme Eyeliner,Rs. 24830,4,13-03-26,Returned,BLR,3
FK-2708,Customer_1708,Clothing,Saree,27466,1,06-01-25,Returned,Mumbai,11
FK-2709,,Books,Rich Dad Poor Dad,2383,3,11-09-25,Delivered,Bengaluru,N/A
2710,Customer_1710,Books,Python Crash Course,,1,04-09-25,Returned,Delhi,19
FK-2711,Customer_1711,Shoes,Nike Running Shoes,66007,one,05-08-25,Delivered,Delhi,3
FK-2712,Customer_1712,shoes,Puma Sneakers,44796,two,05-01-25,Returned,Kolkata,2
FK-2713,Customer_1713,Clothing,Saree,10076,1,10-01-26,returned,,11
FK-2714,Customer_1714,Books,Dune,46307,2,25-04-26,returned,Pune,30
FK-2715,Customer_1715,Clothing,Saree,Rs. 54951,1,05-04-25,Delivered,Kolkata,15
FK-2716,Customer_1716,Home & Kitchen,Prestige Cooker,14091,3,24-07-25,returned,Kolkata,5
FK-2717,Customer_1717,Shoes,Nike Running Shoes,43770,1,22-08-25,Canceled,Hyderabad,NULL
FK-2718,Customer_1718,Clothing,Women's Kurta,34602,one,07-04-25,Delivered,Pune,0
FK-2719,Customer_1719,Home & Kitchen,Bajaj Iron,5550,1,26-03-25,Shipped,Gurgaon,12
FK-2720,Customer_1720,Shoes,Nike Running Shoes,41179,1,02-02-25,Canceled,Kolkata,13
fk-2721,Customer_1721,Beauty,Maybelline Lipstick,33191,1,20-03-26,Canceled,Mumbai,26
fk-2722,Customer_1722,BOOKS,Python Crash Course,₹40357,2,03-06-25,Delivered,Gurgaon,10
FK-2723,Customer_1723,Home & Kitchen,Prestige Cooker,39472,1,18-11-25,Shipped,Pune,26
FK-2724,Customer_1724,,Dell Mouse,32374,5,Feb 01 2025,Shipped,Gurgaon,14
FK-2725,Customer_1725,Clothing,Jacket,Rs. 70779,1,26-09-25,Shipped,Gurgaon,10
fk-2726,,Clothing,Saree,29215,2,23-08-25,Delivered,Delhi,14
fk-2727,Customer_1727,books,Atomic Habits,,1,16-07-25,Pending,Mumbai,N/A
FK-2728,Customer_1728,Shoes,Puma Sneakers,68955,1,,Shipped,Pune,22
FK-2729,Customer_1729,Home & Kitchen,Pigeon Gas Stove,49827,2,Feb 15 2025,Canceled,,24
FK-2730,Customer_1730,Shoes,Nike Running Shoes,₹26007,2,,Pending,Hyd,4
FK-2731,Customer_1731,Beauty,Nivea Lotion,61840,2,17-06-25,Canceled,Hyderabad,7
FK-2732,Customer_1732,,Boat Airdopes,,1,19-06-25,Shipped,Bengaluru,15
FK-2733,Customer_1733,Clothing,Women's Kurta,32828,1,12-05-26,Shipped,Bengaluru,28
fk-2734,Customer_1734,Home & Kitchen,Prestige Cooker,47992,1,04-03-25,Canceled,Chennai,20
FK-2735,Customer_1735,shoes,Puma Sneakers,22961,1,01-10-25,Returned,Pune,7
FK-2736,Customer_1736,Beauty,Maybelline Lipstick,11593,3,03-02-26,Pending,Chennai,22
FK-2737,Customer_1737,Shoes,Adidas Sliders,30365,1,02-05-25,Pending,Chennai,13
FK-2738,Customer_1738,Clothing,Jeans,37423,5,07-11-25,Delivered,,29
FK-2739,Customer_1739,Books,Python Crash Course,56585,1,30-09-25,Shipped,Gurgaon,5
FK-2740,Customer_1740,Shoes,Nike Running Shoes,14418,one,14-02-26,returned,Gurgaon,
FK-2741,Customer_1741,Shoes,Nike Running Shoes,-57563,1,,returned,Pune,23
FK-2742,Customer_1742,Electronics,Apple iPhone 15,12098,1,30-03-25,Returned,Hyd,0
FK-2743,Customer_1743,Clothing,Saree,₹46735,1,,Delivered,Bengaluru,19
FK-2744,Customer_1744,Shoes,Adidas Sliders,52701,1,30-05-25,Delivered,Bengaluru,8
FK-2745,Customer_1745,Books,Atomic Habits,3456,1,21-01-25,Canceled,Delhi,4
fk-2746,Customer_1746,Beauty,Nivea Lotion,-72385,4,01-06-25,Returned,Chennai,14
FK-2747,Customer_1747,Electronics,Boat Airdopes,-40729,1,10-07-25,Shipped,Chennai,28
FK-2748,Customer_1748,Shoes,Puma Sneakers,,2,,Shipped,Hyd,NULL
FK-2749,Customer_1749,Beauty,Maybelline Lipstick,48865,2,18-06-25,Canceled,Hyd,30
2750,Customer_1750,Clothing,Jeans,,1,Jan 28 2025,Delivered,Delhi,7
FK-2751,,Shoes,Adidas Sliders,Rs. 15802,1,06-01-26,Canceled,Mumbai,26
FK-2752,Customer_1752,Beauty,Lakme Eyeliner,₹55337,4,10-01-25,Delivered,Mumbai,22
FK-2753,Customer_1753,Electronics,Boat Airdopes,Rs. 35114,2,29-07-25,Shipped,,N/A
FK-2754,Customer_1754,Beauty,Nivea Lotion,₹21805,3,10-09-25,Returned,Gurgaon,N/A
FK-2755,Customer_1755,Electronics,Samsung Galaxy M14,26982,1,18-03-26,Returned,Delhi,
FK-2756,Customer_1756,Books,Rich Dad Poor Dad,41344,1,Feb 18 2025,Pending,Bengaluru,27
FK-2757,Customer_1757,,Boat Airdopes,65285,1,29-06-25,delivered,Pune,4
FK-2758,Customer_1758,Clothing,Men's T-Shirt,24559,2,07-11-25,returned,Hyderabad,7
FK-2759,Customer_1759,Home & Kitchen,Bajaj Iron,57388,1,16-02-25,Pending,Gurgaon,3
FK-2760,Customer_1760,electronics,Dell Mouse,,2,14-07-25,Delivered,,30
FK-2761,Customer_1761,SHOES,Puma Sneakers,13859,3,13-07-25,Pending,Hyderabad,28
FK-2762,Customer_1762,shoes,Adidas Sliders,,4,13-06-25,Delivered,BLR,25
FK-2763,Customer_1763,beauty,Maybelline Lipstick,11508,3,24-08-25,Canceled,Hyd,7
FK-2764,Customer_1764,Clothing,Men's T-Shirt,Rs. 65265,-1,03-03-26,Returned,BLR,16%
FK-2765,Customer_1765,Electronics,Boat Airdopes,,1,01-03-25,returned,,15
FK-2766,Customer_1766,Shoes,Nike Running Shoes,Rs. 38405,1,08-08-25,Pending,Gurgaon,21
FK-2767,Customer_1767,Books,Atomic Habits,73321,3,04-05-25,delivered,Delhi,20
FK-2768,Customer_1768,Books,Atomic Habits,₹36697,2,10-03-26,Canceled,BLR,23
FK-2769,Customer_1769,Books,Rich Dad Poor Dad,5387,2,29-04-25,Pending,Pune,5
FK-2770,Customer_1770,books,Rich Dad Poor Dad,70913,two,24-02-26,Pending,,7
